name,NaPS,sorbent,solvent,energy,iteration,electronic_scf,vdw,oxidation_states
Na2S4-PC-elecmin,Na2S4,,PC,-136.7198859941317,30.0,False,False,"[{'Element': 'S', 'Oxidation States': [-0.732, -0.043, -0.043, -0.733]}, {'Element': 'Na', 'Oxidation States': [0.963, 0.963]}]"
Na2S4-PC-elecmin,Na2S4,,PC,-136.71988810546492,31.0,False,False,"[{'Element': 'S', 'Oxidation States': [-0.732, -0.043, -0.043, -0.733]}, {'Element': 'Na', 'Oxidation States': [0.963, 0.963]}]"
Na2S4-PC-elecmin,Na2S4,,PC,-136.7198950891485,32.0,False,False,"[{'Element': 'S', 'Oxidation States': [-0.732, -0.043, -0.043, -0.733]}, {'Element': 'Na', 'Oxidation States': [0.963, 0.963]}]"
Na2S4-PC-elecmin,Na2S4,,PC,-136.71989509051986,33.0,False,False,"[{'Element': 'S', 'Oxidation States': [-0.732, -0.043, -0.043, -0.733]}, {'Element': 'Na', 'Oxidation States': [0.963, 0.963]}]"
Na2S4-PC-elecmin,Na2S4,,PC,-136.71980971880402,24.0,False,False,"[{'Element': 'S', 'Oxidation States': [-0.732, -0.043, -0.043, -0.733]}, {'Element': 'Na', 'Oxidation States': [0.963, 0.963]}]"
Na2S4-PC-elecmin,Na2S4,,PC,-136.71988273090852,29.0,False,False,"[{'Element': 'S', 'Oxidation States': [-0.732, -0.043, -0.043, -0.733]}, {'Element': 'Na', 'Oxidation States': [0.963, 0.963]}]"
Na2S4-PC-vdw,Na2S4,,PC,-136.73064019019952,17.0,True,True,"[{'Element': 'S', 'Oxidation States': [-0.715, -0.042, -0.048, -0.722]}, {'Element': 'Na', 'Oxidation States': [0.945, 0.946]}]"
Na2S4-PC-vdw,Na2S4,,PC,-136.73065047164312,18.0,True,True,"[{'Element': 'S', 'Oxidation States': [-0.715, -0.042, -0.048, -0.722]}, {'Element': 'Na', 'Oxidation States': [0.945, 0.946]}]"
Na2S4-PC-vdw,Na2S4,,PC,-136.73068905104589,19.0,True,True,"[{'Element': 'S', 'Oxidation States': [-0.715, -0.042, -0.048, -0.722]}, {'Element': 'Na', 'Oxidation States': [0.945, 0.946]}]"
Na2S4-PC-vdw,Na2S4,,PC,-136.73071813973598,20.0,True,True,"[{'Element': 'S', 'Oxidation States': [-0.715, -0.042, -0.048, -0.722]}, {'Element': 'Na', 'Oxidation States': [0.945, 0.946]}]"
