name,NaPS,sorbent,Atoms,Mean,solvent,electronic_scf,vdw,Count,Median,Sam. std. dev.,Pop. std. dev.,Std. error,Skewness
NiS2-elecmin,,NiS2,Ni–Ni–S,82.84,Vacuum,False,False,1466,76.16,37.48,37.47,0.98,0.22
NiS2-elecmin,,NiS2,Ni–Ni–Ni,87.87,Vacuum,False,False,620,90.00,32.91,32.88,1.32,1.08
NiS2-glyme-elecmin,,NiS2,Ni–S–S,88.35,Glyme,False,False,1130,84.76,38.52,38.51,1.15,0.40
NiS2-glyme-elecmin,,NiS2,Ni–Ni–Ni,87.87,Glyme,False,False,620,90.00,32.91,32.88,1.32,1.08
NiS2-glyme-elecmin,,NiS2,Ni–Ni–S,82.84,Glyme,False,False,1466,76.16,37.48,37.47,0.98,0.22
NiS2-glyme-elecmin,,NiS2,S–Ni–S,94.59,Glyme,False,False,701,88.36,36.62,36.60,1.38,0.73
NiS2-glyme-elecmin,,NiS2,Ni–S–Ni,100.19,Glyme,False,False,360,82.71,26.42,26.38,1.39,0.60
NiS2-glyme-elecmin,,NiS2,S–S–S,96.13,Glyme,False,False,654,115.68,26.87,26.85,1.05,-0.06
NiS2_S-PC-elecmin,,NiS2_S,Ni–S–S,88.35,PC,False,False,1130,84.76,38.52,38.51,1.15,0.40
NiS2_S-PC-elecmin,,NiS2_S,Ni–Ni–Ni,87.87,PC,False,False,620,90.00,32.91,32.88,1.32,1.08
NiS2_S-PC-elecmin,,NiS2_S,Ni–Ni–S,82.84,PC,False,False,1466,76.16,37.48,37.47,0.98,0.22
NiS2_S-PC-elecmin,,NiS2_S,S–Ni–S,94.59,PC,False,False,701,88.36,36.62,36.60,1.38,0.73
NiS2_S-PC-elecmin,,NiS2_S,Ni–S–Ni,100.19,PC,False,False,360,82.71,26.42,26.38,1.39,0.60
NiS2_S-PC-elecmin,,NiS2_S,S–S–S,96.13,PC,False,False,654,115.68,26.87,26.85,1.05,-0.06
NiS2_S-elecmin,,NiS2_S,S–Ni–S,94.59,Vacuum,False,False,701,88.36,36.62,36.60,1.38,0.73
NiS2_S-elecmin,,NiS2_S,Ni–S–Ni,100.19,Vacuum,False,False,360,82.71,26.42,26.38,1.39,0.60
NiS2_S-elecmin,,NiS2_S,Ni–S–S,88.35,Vacuum,False,False,1130,84.76,38.52,38.51,1.15,0.40
NiS2_S-elecmin,,NiS2_S,Ni–Ni–S,82.84,Vacuum,False,False,1466,76.16,37.48,37.47,0.98,0.22
NiS2_S-elecmin,,NiS2_S,S–S–S,96.13,Vacuum,False,False,654,115.68,26.87,26.85,1.05,-0.06
NiS2_S-elecmin,,NiS2_S,Ni–Ni–Ni,87.87,Vacuum,False,False,620,90.00,32.91,32.88,1.32,1.08
NiS2_S-glyme-elecmin,,NiS2_S,S–Ni–S,94.59,Glyme,False,False,701,88.36,36.62,36.60,1.38,0.73
NiS2_S-glyme-elecmin,,NiS2_S,Ni–Ni–Ni,87.87,Glyme,False,False,620,90.00,32.91,32.88,1.32,1.08
NiS2_S-glyme-elecmin,,NiS2_S,S–S–S,96.13,Glyme,False,False,654,115.68,26.87,26.85,1.05,-0.06
NiS2_S-glyme-elecmin,,NiS2_S,Ni–S–S,88.35,Glyme,False,False,1130,84.76,38.52,38.51,1.15,0.40
NiS2_S-glyme-elecmin,,NiS2_S,Ni–S–Ni,100.19,Glyme,False,False,360,82.71,26.42,26.38,1.39,0.60
NiS2_S-glyme-elecmin,,NiS2_S,Ni–Ni–S,82.84,Glyme,False,False,1466,76.16,37.48,37.47,0.98,0.22
TiO2,,TiO2,Ti–Ti–O,82.24,Vacuum,True,False,633,71.64,42.48,42.44,1.69,0.21
TiO2,,TiO2,Ti–Ti–Ti,92.25,Vacuum,True,False,240,85.06,38.35,38.27,2.48,0.46
TiO2,,TiO2,Ti–O–Ti,106.35,Vacuum,True,False,129,111.28,23.51,23.42,2.07,-0.21
TiO2,,TiO2,O–Ti–O,95.93,Vacuum,True,False,308,90.00,38.37,38.31,2.19,0.62
TiO2-PC-elecmin,,TiO2,Ti–O–Ti,106.35,PC,False,False,129,111.28,23.51,23.42,2.07,-0.21
TiO2-PC-elecmin,,TiO2,O–Ti–O,95.93,PC,False,False,308,90.00,38.37,38.31,2.19,0.62
TiO2-PC-elecmin,,TiO2,Ti–Ti–O,82.24,PC,False,False,633,71.64,42.48,42.44,1.69,0.21
TiO2-PC-elecmin,,TiO2,Ti–Ti–Ti,92.25,PC,False,False,240,85.06,38.35,38.27,2.48,0.46
TiO2-elecmin,,TiO2,Ti–O–Ti,106.35,Vacuum,False,False,129,111.28,23.51,23.42,2.07,-0.21
TiO2-elecmin,,TiO2,Ti–Ti–Ti,92.25,Vacuum,False,False,240,85.06,38.35,38.27,2.48,0.46
TiO2-elecmin,,TiO2,Ti–Ti–O,82.24,Vacuum,False,False,633,71.64,42.48,42.44,1.69,0.21
TiO2-elecmin,,TiO2,O–Ti–O,95.93,Vacuum,False,False,308,90.00,38.37,38.31,2.19,0.62
TiO2-glyme,,TiO2,O–Ti–O,95.93,Glyme,True,False,308,90.00,38.37,38.31,2.19,0.62
TiO2-glyme,,TiO2,Ti–O–Ti,106.35,Glyme,True,False,129,111.28,23.51,23.42,2.07,-0.21
TiO2-glyme,,TiO2,Ti–Ti–O,82.24,Glyme,True,False,633,71.64,42.48,42.44,1.69,0.21
TiO2-glyme,,TiO2,Ti–Ti–Ti,92.25,Glyme,True,False,240,85.06,38.35,38.27,2.48,0.46
TiO2-glyme-elecmin,,TiO2,Ti–O–Ti,106.35,Glyme,False,False,129,111.28,23.51,23.42,2.07,-0.21
TiO2-glyme-elecmin,,TiO2,Ti–Ti–Ti,92.25,Glyme,False,False,240,85.06,38.35,38.27,2.48,0.46
TiO2-glyme-elecmin,,TiO2,Ti–Ti–O,82.24,Glyme,False,False,633,71.64,42.48,42.44,1.69,0.21
TiO2-glyme-elecmin,,TiO2,O–Ti–O,95.93,Glyme,False,False,308,90.00,38.37,38.31,2.19,0.62
graphene-PC-SCF,,graphene,C–C–C,120.00,PC,True,False,170,120.00,0.00,0.00,0.00,-1.15
graphene-PC-SCF-vdw,,graphene,C–C–C,120.00,PC,True,True,170,120.00,0.00,0.00,0.00,-1.15
graphene-PC-elecmin,,graphene,C–C–C,120.00,PC,False,False,170,120.00,0.00,0.00,0.00,-1.15
graphene-PC-elecmin-vdw,,graphene,C–C–C,120.00,PC,False,True,170,120.00,0.00,0.00,0.00,-1.15
graphene-SCF,,graphene,C–C–C,120.01,Vacuum,True,False,170,120.01,0.08,0.08,0.01,-0.30
graphene-SCF-vdw,,graphene,C–C–C,120.01,Vacuum,True,True,170,120.01,0.08,0.08,0.01,-0.30
graphene-elecmin,,graphene,C–C–C,120.01,Vacuum,False,False,170,120.01,0.08,0.08,0.01,-0.30
graphene-elecmin-vdw,,graphene,C–C–C,120.01,Vacuum,False,True,170,120.01,0.08,0.08,0.01,-0.30
graphene-glyme-SCF,,graphene,C–C–C,120.00,Glyme,True,False,170,120.00,0.00,0.00,0.00,-1.15
graphene-glyme-SCF-vdw,,graphene,C–C–C,120.00,Glyme,True,True,170,120.00,0.00,0.00,0.00,-1.15
graphene-glyme-elecmin,,graphene,C–C–C,120.00,Glyme,False,False,170,120.00,0.00,0.00,0.00,-1.15
graphene-glyme-vdw-elecmin,,graphene,C–C–C,120.00,Glyme,False,True,170,120.00,0.00,0.00,0.00,-1.15
graphene_vdw-SCF-vdw,,graphene_vdw,C–C–C,120.01,Vacuum,True,True,170,120.01,0.08,0.08,0.01,-0.30
graphene_vdw-elecmin-vdw,,graphene_vdw,C–C–C,120.01,Vacuum,False,True,170,120.01,0.08,0.08,0.01,-0.30
